probeid	name_show	type	pubchemid	cmpdsynonym	mw	mf	polararea	complexity	xlogp	heavycnt	hbonddonor	hbondacc	rotbonds	inchi	isosmiles	canonicalsmiles	inchikey	iupacname
LDPC0194	SAHA-CA-8PAP	PAL-AfBPP Probe	.	.	933.417	C41H57ClN10O13	310.05	932.3795096	5.08012	65	7	14	30	InChI=1S/C41H57ClN10O13/c1-30-8-9-31(28-34(30)49-51-43)29-52(37(55)32-10-12-33(13-11-32)48-35(53)14-15-36(54)50-60)21-17-44-38(56)64-26-19-46-39(57)62-23-6-7-24-63-40(58)47-20-27-65-41(59)45-18-25-61-22-5-3-2-4-16-42/h6-13,28,60H,2-5,14-27,29H2,1H3,(H,44,56)(H,45,59)(H,46,57)(H,47,58)(H,48,53)(H,50,54)/b7-6+	Cc1ccc(CN(CCNC(=O)OCCNC(=O)OC/C=C/COC(=O)NCCOC(=O)NCCOCCCCCCCl)C(=O)c2ccc(NC(=O)CCC(=O)NO)cc2)cc1N=[N+]=[N-]	Cc1ccc(CN(CCNC(=O)OCCNC(=O)OCC=CCOC(=O)NCCOC(=O)NCCOCCCCCCCl)C(=O)c2ccc(NC(=O)CCC(=O)NO)cc2)cc1N=[N+]=[N-]	CCABJGSKVCTQMU-VOTSOKGWSA-N	.
LDPC0195	SAHA-CA-3PAP	PAL-AfBPP Probe	.	.	884.385	C38H58ClN9O13	286.01	883.3842606	3.5919	61	7	15	31	InChI=1S/C38H58ClN9O13/c1-38(46-47-38)15-8-21-48(33(51)29-9-11-30(12-10-29)44-31(49)13-14-32(50)45-56)22-17-40-34(52)60-27-19-42-35(53)58-24-6-7-25-59-36(54)43-20-28-61-37(55)41-18-26-57-23-5-3-2-4-16-39/h6-7,9-12,56H,2-5,8,13-28H2,1H3,(H,40,52)(H,41,55)(H,42,53)(H,43,54)(H,44,49)(H,45,50)/b7-6+	CC1(CCCN(CCNC(=O)OCCNC(=O)OC/C=C/COC(=O)NCCOC(=O)NCCOCCCCCCCl)C(=O)c2ccc(NC(=O)CCC(=O)NO)cc2)N=N1	CC1(CCCN(CCNC(=O)OCCNC(=O)OCC=CCOC(=O)NCCOC(=O)NCCOCCCCCCCl)C(=O)c2ccc(NC(=O)CCC(=O)NO)cc2)N=N1	GLLNPFHWKYJHNO-VOTSOKGWSA-N	.
LDPC0196	Dasatinib-CA-8PAP	PAL-AfBPP Probe	.	.	1183.191	C52H69Cl2N15O11S	317.9	1181.439874	7.87706	81	6	19	32	InChI=1S/C52H69Cl2N15O11S/c1-36-13-14-39(31-41(36)65-66-55)34-69(20-16-56-49(72)79-29-18-58-50(73)77-26-8-9-27-78-51(74)59-19-30-80-52(75)57-17-28-76-25-7-5-4-6-15-53)45(70)35-67-21-23-68(24-22-67)44-32-43(61-38(3)62-44)63-48-60-33-42(81-48)47(71)64-46-37(2)11-10-12-40(46)54/h8-14,31-33H,4-7,15-30,34-35H2,1-3H3,(H,56,72)(H,57,75)(H,58,73)(H,59,74)(H,64,71)(H,60,61,62,63)/b9-8+	Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CC(=O)N(CCNC(=O)OCCNC(=O)OC/C=C/COC(=O)NCCOC(=O)NCCOCCCCCCCl)Cc3ccc(C)c(N=[N+]=[N-])c3)CC2)n1	Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CC(=O)N(CCNC(=O)OCCNC(=O)OCC=CCOC(=O)NCCOC(=O)NCCOCCCCCCCl)Cc3ccc(C)c(N=[N+]=[N-])c3)CC2)n1	IKSYERYOIBJQSP-CMDGGOBGSA-N	.
LDPC0197	Dasatinib-CA-3PAP	PAL-AfBPP Probe	.	.	1134.159	C49H70Cl2N14O11S	293.86	1132.444625	6.38884	77	6	20	33	InChI=1S/C49H70Cl2N14O11S/c1-35-12-10-13-37(51)42(35)60-43(67)38-33-56-44(77-38)59-39-32-40(58-36(2)57-39)64-24-22-63(23-25-64)34-41(66)65(20-11-14-49(3)61-62-49)21-16-52-45(68)75-30-18-54-46(69)73-27-8-9-28-74-47(70)55-19-31-76-48(71)53-17-29-72-26-7-5-4-6-15-50/h8-10,12-13,32-33H,4-7,11,14-31,34H2,1-3H3,(H,52,68)(H,53,71)(H,54,69)(H,55,70)(H,60,67)(H,56,57,58,59)/b9-8+	Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CC(=O)N(CCCC3(C)N=N3)CCNC(=O)OCCNC(=O)OC/C=C/COC(=O)NCCOC(=O)NCCOCCCCCCCl)CC2)n1	Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CC(=O)N(CCCC3(C)N=N3)CCNC(=O)OCCNC(=O)OCC=CCOC(=O)NCCOC(=O)NCCOCCCCCCCl)CC2)n1	YPTZMFOOXPUYTK-CMDGGOBGSA-N	.
LDPC0199	PARPYnD	PAL-AfBPP Probe	163342421	PARPYnD; 2561483-27-8; AKOS040758517; HY-145749; CS-0380690; 3-(3-Butyn-1-yl)-N-[5-cyano-6-[4-[3-[(3,4-dihydro-4-oxo-1-phthalazinyl)methyl]benzoyl]-1-piperazinyl]-3-pyridinyl]-3H-diazirine-3-propanamide	613.7	C34H31N9O3	156	1310	3	46	2	9	10	InChI=1S/C34H31N9O3/c1-2-3-12-34(40-41-34)13-11-30(44)37-26-20-25(21-35)31(36-22-26)42-14-16-43(17-15-42)33(46)24-8-6-7-23(18-24)19-29-27-9-4-5-10-28(27)32(45)39-38-29/h1,4-10,18,20,22H,3,11-17,19H2,(H,37,44)(H,39,45)	C#CCCC1(N=N1)CCC(=O)NC2=CC(=C(N=C2)N3CCN(CC3)C(=O)C4=CC=CC(=C4)CC5=NNC(=O)C6=CC=CC=C65)C#N	C#CCCC1(N=N1)CCC(=O)NC2=CC(=C(N=C2)N3CCN(CC3)C(=O)C4=CC=CC(=C4)CC5=NNC(=O)C6=CC=CC=C65)C#N	ZYWZRMXOMDKHKX-UHFFFAOYSA-N	3-(3-but-3-ynyldiazirin-3-yl)-N-[5-cyano-6-[4-[3-[(4-oxo-3H-phthalazin-1-yl)methyl]benzoyl]piperazin-1-yl]pyridin-3-yl]propanamide
LDPC0200	KIRA6 AfBP	PAL-AfBPP Probe	.	.	667.696	C35H32F3N9O2	151.16	667.2631059	7.5015	49	4	8	10	InChI=1S/C35H32F3N9O2/c1-4-5-16-34(45-46-34)17-15-27(48)44-33(2,3)31-43-28(29-30(39)40-18-19-47(29)31)25-13-14-26(24-12-7-6-11-23(24)25)42-32(49)41-22-10-8-9-21(20-22)35(36,37)38/h1,6-14,18-20H,5,15-17H2,2-3H3,(H2,39,40)(H,44,48)(H2,41,42,49)	C#CCCC1(CCC(=O)NC(C)(C)c2nc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c4ccccc34)c3c(N)nccn23)N=N1	C#CCCC1(CCC(=O)NC(C)(C)c2nc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c4ccccc34)c3c(N)nccn23)N=N1	CHHLVSAKZQFWMD-UHFFFAOYSA-N	.
LDPC0201	Alkylaryl probe 3	ABPP Probe	.	.	231.299	C13H17N3O	67.15	231.1371622	0.4455	17	3	3	7	InChI=1S/C13H17N3O/c1-2-3-9-15-13(17)12-6-4-11(5-7-12)8-10-16-14/h1,4-7,16H,3,8-10,14H2,(H,15,17)	[H]C#CC([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])N([H])[H])c([H])c1[H]	[H]C#CC([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c(C([H])([H])C([H])([H])N([H])N([H])[H])c([H])c1[H]	PFOISSVZTIBCCB-UHFFFAOYSA-N	.
LDPC0202	Alkylaryl probe 1	ABPP Probe	15567523	(Prop-2-yn-1-yl)hydrazine; 6068-67-3; prop-2-ynylhydrazine; PROP-2-YNYL-HYDRAZINE; 1-(2-propynyl)hydrazine; propargylhydrazine; N-(prop-2-yn-1-yl)-hydrazine; DTXSID20574430; CYCYZHMUOSKYBG-UHFFFAOYSA-N; AKOS006307124; EN300-261024	70.09	C3H6N2	38	49.2	-0.8	5	2	2	1	InChI=1S/C3H6N2/c1-2-3-5-4/h1,5H,3-4H2	C#CCNN	C#CCNN	CYCYZHMUOSKYBG-UHFFFAOYSA-N	prop-2-ynylhydrazine
LDPC0203	Alkylaryl probe 2	ABPP Probe	138707774	SCHEMBL21084296	203.24	C11H13N3O	67.2	248	1	15	3	3	4	InChI=1S/C11H13N3O/c1-2-3-8-13-11(15)9-4-6-10(14-12)7-5-9/h1,4-7,14H,3,8,12H2,(H,13,15)	C#CCCNC(=O)C1=CC=C(C=C1)NN	C#CCCNC(=O)C1=CC=C(C=C1)NN	YMXFNYQGDWBRIR-UHFFFAOYSA-N	N-but-3-ynyl-4-hydrazinylbenzamide
LDPC0204	AZ-9	ABPP Probe	165640300	2422137-06-0; 3-(4-(Prop-2-yn-1-yloxy)phenyl)-2H-azirine; 3-[4-(prop-2-yn-1-yloxy)phenyl]-2H-azirine; EN300-28268157	171.19	C11H9NO	21.6	253	1.7	13	0	2	3	InChI=1S/C11H9NO/c1-2-7-13-10-5-3-9(4-6-10)11-8-12-11/h1,3-6H,7-8H2	C#CCOC1=CC=C(C=C1)C2=NC2	C#CCOC1=CC=C(C=C1)C2=NC2	QDMVCUAYFOASAL-UHFFFAOYSA-N	3-(4-prop-2-ynoxyphenyl)-2H-azirine
LDPC0205	AZ-5	ABPP Probe	.	.	305.333	C19H15NO3	47.89	305.1051933	3.0292	23	0	4	5	InChI=1S/C19H15NO3/c1-3-12-23-16-10-8-14(9-11-16)18-17(20-18)13-4-6-15(7-5-13)19(21)22-2/h1,4-11,18H,12H2,2H3	C#CCOc1ccc(C2N=C2c2ccc(C(=O)OC)cc2)cc1	C#CCOc1ccc(C2N=C2c2ccc(C(=O)OC)cc2)cc1	UDZBSTMSIRADCW-UHFFFAOYSA-N	.
LDPC0206	VE-P	PAL-AfBPP Probe	.	.	1044.258	C51H81N9O14	287.71	1043.590298	1.9021	74	5	17	18	InChI=1S/C51H81N9O14/c1-13-15-20-50(55-56-50)21-19-41(64)74-59-29-40(63)57(10)28-38(61)52-27-39(62)58(11)30-42(65)72-44(31(3)4)43(47(67)60-36(46(59)66)17-16-23-53-60)54-48(68)49(9,69)51(70)22-18-37(71-12)45(73-51)35(8)26-34(7)25-33(6)24-32(5)14-2/h1,26,31-34,36-37,43-45,53,69-70H,14-25,27-30H2,2-12H3,(H,52,61)(H,54,68)/b35-26+/t32-,33+,34+,36-,37+,43+,44+,45-,49-,51?/m1/s1	C#CCCC1(CCC(=O)ON2CC(=O)N(C)CC(=O)NCC(=O)N(C)CC(=O)O[C@@H](C(C)C)[C@H](NC(=O)[C@@](C)(O)C3(O)CC[C@H](OC)[C@@H](/C(C)=C/[C@@H](C)C[C@@H](C)C[C@H](C)CC)O3)C(=O)N3NCCC[C@@H]3C2=O)N=N1	C#CCCC1(CCC(=O)ON2CC(=O)N(C)CC(=O)NCC(=O)N(C)CC(=O)OC(C(C)C)C(NC(=O)C(C)(O)C3(O)CCC(OC)C(C(C)=CC(C)CC(C)CC(C)CC)O3)C(=O)N3NCCCC3C2=O)N=N1	KOKTULGXTBKYMV-DBCFZWIJSA-N	.
LDPC0207	DR-1	PAL-AfBPP Probe	156015177	CHEMBL4640184; BDBM50538492	644.7	C34H35F3N8O2	106	1190	3.8	47	1	11	9	InChI=1S/C34H35F3N8O2/c1-3-4-7-33(41-42-33)16-31(46)44-10-8-43(9-11-44)20-24-12-27(34(35,36)37)15-28(13-24)40-32(47)25-5-6-30-23(2)19-45(21-26(30)14-25)29-17-38-22-39-18-29/h1,5-6,12-15,17-18,22-23H,4,7-11,16,19-21H2,2H3,(H,40,47)	CC1CN(CC2=C1C=CC(=C2)C(=O)NC3=CC(=CC(=C3)C(F)(F)F)CN4CCN(CC4)C(=O)CC5(N=N5)CCC#C)C6=CN=CN=C6	CC1CN(CC2=C1C=CC(=C2)C(=O)NC3=CC(=CC(=C3)C(F)(F)F)CN4CCN(CC4)C(=O)CC5(N=N5)CCC#C)C6=CN=CN=C6	QZBJIPGACUJRSR-UHFFFAOYSA-N	N-[3-[[4-[2-(3-but-3-ynyldiazirin-3-yl)acetyl]piperazin-1-yl]methyl]-5-(trifluoromethyl)phenyl]-4-methyl-2-pyrimidin-5-yl-3,4-dihydro-1H-isoquinoline-7-carboxamide
LDPC0208	Photoprobe 10	PAL-AfBPP Probe	145998132	.	528.5	C25H27F3N8O2	110	917	2.7	38	2	12	7	InChI=1S/C25H27F3N8O2/c1-2-8-29-22(38)20-14-21(36-9-7-19(37)16-36)31-23(30-20)35-12-10-34(11-13-35)15-17-3-5-18(6-4-17)24(32-33-24)25(26,27)28/h1,3-6,14,19,37H,7-13,15-16H2,(H,29,38)/t19-/m1/s1	C#CCNC(=O)C1=CC(=NC(=N1)N2CCN(CC2)CC3=CC=C(C=C3)C4(N=N4)C(F)(F)F)N5CC[C@H](C5)O	C#CCNC(=O)C1=CC(=NC(=N1)N2CCN(CC2)CC3=CC=C(C=C3)C4(N=N4)C(F)(F)F)N5CCC(C5)O	JGLVOODTHKCYJM-LJQANCHMSA-N	6-[(3R)-3-hydroxypyrrolidin-1-yl]-N-prop-2-ynyl-2-[4-[[4-[3-(trifluoromethyl)diazirin-3-yl]phenyl]methyl]piperazin-1-yl]pyrimidine-4-carboxamide
LDPC0209	YY4-yne	ABPP Probe	154720189	.	575.1	C33H39ClN4O3	64.2	963	4.4	41	0	4	9	InChI=1S/C33H39ClN4O3/c1-2-3-12-31(39)36-19-17-35(18-20-36)29-11-7-10-26(22-29)33(41)37-16-15-30(38(28-13-14-28)32(40)23-34)27(24-37)21-25-8-5-4-6-9-25/h1,4-11,22,27-28,30H,3,12-21,23-24H2	C#CCCC(=O)N1CCN(CC1)C2=CC=CC(=C2)C(=O)N3CCC(C(C3)CC4=CC=CC=C4)N(C5CC5)C(=O)CCl	C#CCCC(=O)N1CCN(CC1)C2=CC=CC(=C2)C(=O)N3CCC(C(C3)CC4=CC=CC=C4)N(C5CC5)C(=O)CCl	UDLORELTOGMQDW-UHFFFAOYSA-N	N-[3-benzyl-1-[3-(4-pent-4-ynoylpiperazin-1-yl)benzoyl]piperidin-4-yl]-2-chloro-N-cyclopropylacetamide
LDPC0210	m-APA	ABPP Probe	104682	3-EA;3-ea;3-Ea; 3-Ethynylaniline;3-Aminophenylacetylene;54060-30-9;Benzenamine, 3-ethynyl-;3-ethynylbenzenamine;m-Aminophenylacetylene;DU8GFZ5KGE;MFCD00014779;m-ethynylaniline;3-ethynylphenylamine;(m-Aminophenyl)acetylene;3-Ethynlaniline;3-ethynyl-aniline;3-Ethynyl aniline;EINECS 258-944-6;3-ethynyl-benzenamin;3-Ethynylaniline #;3-ethynyl-phenylamine;m-aminophenyl acetylene;3-amino-phenylacetylene;3-aminophenyl acetylene;(3-Ethynylphenyl)amine;3-Amino phenylacetylene;UNII-DU8GFZ5KGE;3-amino-phenyl acetylene;(3-Aminophenyl)acetylene;1-Amino-3-ethynylbenzene;3-Ethynylaniline, >=98%;3-ETHYNYLANILINE (3-AMINOPHENYL ACETYLENE);SCHEMBL107461;CHEMBL4212090;DTXSID30885746;BCP26724;STR05978;AC-068;AKOS009116045;CS-W007423;HY-W007423;BP-21433;3-ethynylbenzenamine;3-Aminophenylacetylene;A1122;A7863;AM20050517;NS00056620;EN300-26967;F11443;A830615;Q-101339;F5608-0061;Z235485474	117.15	C8H7N	26	131	1.3	9	1	1	1	InChI=1S/C8H7N/c1-2-7-4-3-5-8(9)6-7/h1,3-6H,9H2	C#CC1=CC(=CC=C1)N	C#CC1=CC(=CC=C1)N	NNKQLUVBPJEUOR-UHFFFAOYSA-N	3-ethynylaniline
LDPC0211	P21	ABPP Probe	.	.	581.716	C38H35N3O3	78.51	581.267842	7.2964	44	2	3	9	InChI=1S/C38H35N3O3/c1-3-27-15-25-34(26-16-27)41(38(44)31-21-23-33(24-22-31)39-35(42)4-2)36(37(43)40-32-13-9-6-10-14-32)30-19-17-29(18-20-30)28-11-7-5-8-12-28/h1,4-5,7-8,11-12,15-26,32,36H,2,6,9-10,13-14H2,(H,39,42)(H,40,43)	C#Cc1ccc(N(C(=O)c2ccc(NC(=O)C=C)cc2)C(C(=O)NC2CCCCC2)c2ccc(-c3ccccc3)cc2)cc1	C#Cc1ccc(N(C(=O)c2ccc(NC(=O)C=C)cc2)C(C(=O)NC2CCCCC2)c2ccc(-c3ccccc3)cc2)cc1	KPOXOJLLQXXHBI-UHFFFAOYSA-N	.
LDPC0212	P26	ABPP Probe	.	.	442.899	C23H23ClN2O5	84.94	442.1295495	2.691	31	1	5	10	InChI=1S/C23H23ClN2O5/c1-3-14-31-19-12-10-17(11-13-19)22(23(29)25-16-21(28)30-4-2)26(20(27)15-24)18-8-6-5-7-9-18/h1,5-13,22H,4,14-16H2,2H3,(H,25,29)	C#CCOc1ccc(C(C(=O)NCC(=O)OCC)N(C(=O)CCl)c2ccccc2)cc1	C#CCOc1ccc(C(C(=O)NCC(=O)OCC)N(C(=O)CCl)c2ccccc2)cc1	GWZQOJFPAZKYIG-UHFFFAOYSA-N	.
LDPC0213	photo_BS	PAL-AfBPP Probe	.	.	496.553	C22H24N8O4S	152.3	496.1641222	3.29374	35	2	10	12	InChI=1S/C22H24N8O4S/c1-5-6-9-22(28-29-22)10-11-34-21(31)23-19-13-18(26-30-15(3)24-25-20(19)30)16-8-7-14(2)17(12-16)27-35(4,32)33/h1,7-8,12-13,27H,6,9-11H2,2-4H3,(H,23,31)	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])OC(=O)N([H])c2c([H])c(-c3c([H])c([H])c(C([H])([H])[H])c(N([H])S(=O)(=O)C([H])([H])[H])c3[H])nn3c(C([H])([H])[H])nnc23)N=N1	[H]C#CC([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])OC(=O)N([H])c2c([H])c(-c3c([H])c([H])c(C([H])([H])[H])c(N([H])S(=O)(=O)C([H])([H])[H])c3[H])nn3c(C([H])([H])[H])nnc23)N=N1	VLOAAUONQRPQJG-UHFFFAOYSA-N	.
LDPC0214	ILS-1	ABPP Probe	.	.	358.434	C21H26O5	83.83	358.1780239	2.0707	26	2	5	5	InChI=1S/C21H26O5/c1-5-6-7-8-15(22)26-12-19(3)11-14-16(18(19)24)13(2)21(9-10-21)20(4,25)17(14)23/h1,11,18,24-25H,6-10,12H2,2-4H3/t18-,19+,20+/m1/s1	C#CCCCC(=O)OC[C@]1(C)C=C2C(=O)[C@](C)(O)C3(CC3)C(C)=C2[C@H]1O	C#CCCCC(=O)OCC1(C)C=C2C(=O)C(C)(O)C3(CC3)C(C)=C2C1O	JSVGPGSGTTXNED-AABGKKOBSA-N	.
LDPC0215	ILS-2	ABPP Probe	.	.	364.441	C23H24O4	66.76	364.1674592	2.7843	27	2	4	3	InChI=1S/C23H24O4/c1-5-15-7-6-8-16(11-15)27-20-18-14(2)23(9-10-23)22(4,26)19(25)17(18)12-21(20,3)13-24/h1,6-8,11-12,20,24,26H,9-10,13H2,2-4H3/t20-,21-,22-/m0/s1	C#Cc1cccc(O[C@H]2C3=C(C)C4(CC4)[C@@](C)(O)C(=O)C3=C[C@@]2(C)CO)c1	C#Cc1cccc(OC2C3=C(C)C4(CC4)C(C)(O)C(=O)C3=CC2(C)CO)c1	ADRDQIVLCYJVMU-FKBYEOEOSA-N	.
LDPC0216	ILS-1 PP	PAL-AfBPP Probe	.	.	398.459	C22H26N2O5	108.55	398.1841719	2.2328	29	2	7	6	InChI=1S/C22H26N2O5/c1-5-6-7-22(23-24-22)11-15(25)29-12-19(3)10-14-16(18(19)27)13(2)21(8-9-21)20(4,28)17(14)26/h1,10,18,27-28H,6-9,11-12H2,2-4H3/t18-,19+,20+/m1/s1	C#CCCC1(CC(=O)OC[C@]2(C)C=C3C(=O)[C@](C)(O)C4(CC4)C(C)=C3[C@H]2O)N=N1	C#CCCC1(CC(=O)OCC2(C)C=C3C(=O)C(C)(O)C4(CC4)C(C)=C3C2O)N=N1	NWBYPHHSDMMZRO-AABGKKOBSA-N	.
LDPC0217	EN	PAL-AfBPP Probe	.	.	524.581	C29H28N6O4	134.14	524.2172034	5.0545	39	3	7	12	InChI=1S/C29H28N6O4/c1-2-3-15-29(34-35-29)16-14-26(36)32-24-8-4-5-9-25(24)33-27(37)23-12-10-21(11-13-23)19-31-28(38)39-20-22-7-6-17-30-18-22/h1,4-13,17-18H,3,14-16,19-20H2,(H,31,38)(H,32,36)(H,33,37)	C#CCCC1(CCC(=O)Nc2ccccc2NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)N=N1	C#CCCC1(CCC(=O)Nc2ccccc2NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)N=N1	QRLLLXVYBOECNO-UHFFFAOYSA-N	.
LDPC0218	CA	PAL-AfBPP Probe	.	.	496.523	C28H24N4O5	112.21	496.1746699	3.9862	37	0	9	7	InChI=1S/C28H24N4O5/c1-3-5-11-27(30-31-27)12-10-23(33)37-28(4-2)20-14-22-24-18(13-17-8-6-7-9-21(17)29-24)15-32(22)25(34)19(20)16-36-26(28)35/h1,6-9,13-14H,4-5,10-12,15-16H2,2H3/t28-/m0/s1	C#CCCC1(CCC(=O)O[C@]2(CC)C(=O)OCc3c2cc2n(c3=O)Cc3cc4ccccc4nc3-2)N=N1	C#CCCC1(CCC(=O)OC2(CC)C(=O)OCc3c2cc2n(c3=O)Cc3cc4ccccc4nc3-2)N=N1	NZSGPEBAOFLNMD-NDEPHWFRSA-N	.
LDPC0219	Probe 12	PAL-AfBPP Probe	.	.	531.665	C28H37N9O2	141.71	531.3070214	4.174	39	4	10	15	InChI=1S/C28H37N9O2/c1-5-7-13-28(35-36-28)14-12-23(39)29-15-20-8-10-21(11-9-20)16-30-25-24-26(37(18-31-24)19(3)4)34-27(33-25)32-22(6-2)17-38/h1,8-11,18-19,22,38H,6-7,12-17H2,2-4H3,(H,29,39)(H2,30,32,33,34)/t22-/m1/s1	C#CCCC1(CCC(=O)NCc2ccc(CNc3nc(N[C@H](CC)CO)nc4c3ncn4C(C)C)cc2)N=N1	C#CCCC1(CCC(=O)NCc2ccc(CNc3nc(NC(CC)CO)nc4c3ncn4C(C)C)cc2)N=N1	SKMHZEZIQYAMGV-JOCHJYFZSA-N	.
LDPC0220	AF-1	ABPP Probe	.	.	509.969	C26H25ClFN5O3	88.61	509.1629956	4.3933	36	2	7	9	InChI=1S/C26H25ClFN5O3/c1-3-9-33(2)10-4-5-25(34)32-23-13-19-22(14-24(23)36-18-8-11-35-15-18)29-16-30-26(19)31-17-6-7-21(28)20(27)12-17/h1,4-7,12-14,16,18H,8-11,15H2,2H3,(H,32,34)(H,29,30,31)/b5-4+/t18-/m0/s1	C#CCN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1	C#CCN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1	BXMQVRGFXMESIR-WRFKIARRSA-N	.
LDPC0221	AF-2	ABPP Probe	.	.	483.891	C22H19ClFN7O3	134.13	483.1221934	5.1386	34	2	7	8	InChI=1S/C22H19ClFN7O3/c23-16-8-13(3-4-17(16)24)29-22-15-9-19(30-21(32)2-1-6-28-31-25)20(10-18(15)26-12-27-22)34-14-5-7-33-11-14/h1-4,8-10,12,14H,5-7,11H2,(H,30,32)(H,26,27,29)/b2-1+/t14-/m0/s1	[N-]=[N+]=NC/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1	[N-]=[N+]=NCC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1	CZMRHBQQBMMLSG-YUKKFKLSSA-N	.
LDPC0222	Backus_15	ABPP Probe	168310849	PD193581	542.6	C28H38N4O7	152	1040	2.9	39	4	7	13	InChI=1S/C28H38N4O7/c33-24(29-16-9-17-31-28(37)39-21-11-4-2-1-3-5-12-21)19-38-25(34)14-8-15-30-26(35)22-18-20-10-6-7-13-23(20)32-27(22)36/h1-2,8,14,18,21H,3-7,9-13,15-17,19H2,(H,29,33)(H,30,35)(H,31,37)(H,32,36)	C1CCC2=C(C1)C=C(C(=O)N2)C(=O)NCC=CC(=O)OCC(=O)NCCCNC(=O)OC3CCCC=CCC3	C1CCC2=C(C1)C=C(C(=O)N2)C(=O)NCC=CC(=O)OCC(=O)NCCCNC(=O)OC3CCCC=CCC3	XBCNCWLUITUPGM-UHFFFAOYSA-N	[2-[3-(cyclooct-4-en-1-yloxycarbonylamino)propylamino]-2-oxoethyl] 4-[(2-oxo-5,6,7,8-tetrahydro-1H-quinoline-3-carbonyl)amino]but-2-enoate
LDPC0224	TER-AC	ABPP Probe	.	.	683.273	C39H45ClN5O4+	89.11	682.315459	4.8941	49	1	5	11	InChI=1S/C39H44ClN5O4/c1-6-13-33(41-36(46)26-40)39(48)45-22-20-44(21-23-45)38(47)30-15-12-11-14-29(30)37-31-18-16-27(42(7-2)8-3)24-34(31)49-35-25-28(17-19-32(35)37)43(9-4)10-5/h1,11-12,14-19,24-25,33H,7-10,13,20-23,26H2,2-5H3/p+1/t33-/m0/s1	C#CC[C@H](NC(=O)CCl)C(=O)N1CCN(C(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)CC1	C#CCC(NC(=O)CCl)C(=O)N1CCN(C(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)CC1	LQEHCJZEUQQHPD-XIFFEERXSA-O	.
LDPC0225	TPP-AC	ABPP Probe	.	.	506.006	C29H31ClN2O2P+	58.2	505.180619	3.6238	35	2	2	12	InChI=1S/C29H30ClN2O2P/c1-2-14-27(32-28(33)23-30)29(34)31-21-12-13-22-35(24-15-6-3-7-16-24,25-17-8-4-9-18-25)26-19-10-5-11-20-26/h1,3-11,15-20,27H,12-14,21-23H2,(H-,31,32,33,34)/p+1/t27-/m0/s1	C#CC[C@H](NC(=O)CCl)C(=O)NCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1	C#CCC(NC(=O)CCl)C(=O)NCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1	JHZMEMHJDCEHML-MHZLTWQESA-O	.
LDPC0226	MPP-AC	ABPP Probe	.	.	836.48	C39H66ClN11O7	305.61	835.4835211	-0.39293	58	11	9	26	InChI=1S/C39H66ClN11O7/c1-2-12-28(47-32(52)23-40)35(55)46-24-33(53)48-30(21-25-13-5-3-6-14-25)37(57)50-29(18-11-20-45-39(43)44)36(56)51-31(22-26-15-7-4-8-16-26)38(58)49-27(34(42)54)17-9-10-19-41/h1,25-31H,3-24,41H2,(H2,42,54)(H,46,55)(H,47,52)(H,48,53)(H,49,58)(H,50,57)(H,51,56)(H4,43,44,45)/t27-,28-,29+,30-,31-/m0/s1	C#CC[C@H](NC(=O)CCl)C(=O)NCC(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CCCCN)C(N)=O	C#CCC(NC(=O)CCl)C(=O)NCC(=O)NC(CC1CCCCC1)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC1CCCCC1)C(=O)NC(CCCCN)C(N)=O	PTFQRWQCGQEABJ-YSLHKSLUSA-N	.
